14334161;2053595690;3024642965;
14334161;3024642965;3024642956;
14334234;2202026227;2202026224;
14334234;2202026224;2202026217;
14334234;2202026217;138246839;
14334234;138246839;2202026206;
14334234;2202026206;2202026195;
14334234;2202026195;3950967584;
14334234;3950967584;2202026187;
14334234;2202026187;3950967579;
14334234;3950967579;138246940;
14334249;2202026209;138243251;
14334291;138246606;2202026227;
14334291;2202026227;2053566833;
14334291;2053566833;138246838;
14334291;138246838;4505215366;
14334291;4505215366;138248032;
14334376;2053568211;4492375339;
14334376;4492375339;4492375338;
14334376;4492375338;138251412;
14334376;138251412;4492375337;
14334376;4492375337;3950967596;
14334376;3950967596;3950967595;
14334376;3950967595;138251514;
31720870;297369597;3718767457;
31720870;3718767457;354912241;
31721016;297369233;354913681;
31721016;354913681;4378211515;
31721016;4378211515;1842003004;
31721081;354912520;297369050;
31721081;297369050;3027958639;
31721081;3027958639;560409257;
31721081;560409257;3027966588;
31721081;3027966588;297369052;
31721081;297369052;297369598;
31721081;297369598;138248032;
31721081;138248032;4505215363;
31721081;4505215363;4685615413;
31721081;4685615413;4466617541;
31721081;4466617541;138243251;
35331293;414142472;560976045;
35331293;560976045;297369233;
35383635;297369446;4751660611;
35383635;4751660611;3950967640;
35383635;3950967640;534476357;
35383635;534476357;4458013144;
35383635;4458013144;4444174177;
35383635;4444174177;4444174395;
35383635;4444174395;1103427051;
35383635;1103427051;1788786450;
35383635;1788786450;4751728980;
35383635;4751728980;4751729044;
35383635;4751729044;4751728982;
35383635;4751728982;4751728981;
35383635;4751728981;4751729039;
35383635;4751729039;138249077;
42743767;534476350;534476351;
42743767;534476351;534476352;
42743770;534476357;534476358;
42743770;534476358;4458017023;
42743770;4458017023;534476359;
42743770;534476359;4458012086;
42743770;4458012086;4753732957;
42743770;4753732957;534476360;
42743770;534476360;534476367;
42743772;2053578106;2053578105;
42743772;2053578105;534476366;
42743772;534476366;1103427051;
42743772;1103427051;534476350;
42743772;534476350;534476367;
42743772;534476367;4753732474;
42743772;4753732474;534476370;
42743772;534476370;4444174173;
42744003;534478820;560405677;
42744003;560405677;534478825;
42744003;534478825;534478833;
42744003;534478833;560405676;
42744003;560405676;534478838;
44093324;1108076391;560401001;
44093324;560401001;4751628127;
44093324;4751628127;3950967863;
44093324;3950967863;560401000;
44093324;560401000;560400999;
44093324;560400999;3950967859;
44093324;3950967859;560400998;
44093324;560400998;560400996;
44093324;560400996;2514419973;
44093324;2514419973;2514419974;
44093324;2514419974;2514419975;
44093324;2514419975;560400995;
44093324;560400995;3950967858;
44093325;1840233831;560401004;
44093325;560401004;560401005;
44093325;560401005;4753693275;
44093325;4753693275;560401007;
44093325;560401007;560401009;
44093325;560401009;560401022;
44093325;560401022;560401012;
44093325;560401012;4573702143;
44093325;4573702143;4573702142;
44093325;4573702142;3950967828;
44093325;3950967828;560401013;
44093325;560401013;4751628147;
44093328;560401022;1143317882;
44093328;1143317882;560401025;
44093328;560401025;3535585466;
44093328;3535585466;4751573329;
44093328;4751573329;4751573330;
44093328;4751573330;4751573331;
44094125;534478838;560405663;
44094125;560405663;560405664;
44094125;560405664;560405665;
44094125;560405665;1393866707;
44094125;1393866707;560405666;
44094125;560405666;4378211631;
44094125;4378211631;560405667;
44094125;560405667;3950967851;
44094125;3950967851;560405670;
44094125;560405670;560405671;
44094125;560405671;4751628062;
44094125;4751628062;560405672;
44094125;560405672;560405673;
44094125;560405673;4751628064;
44094125;4751628064;4751628063;
44094125;4751628063;4751628065;
44094125;4751628065;560405674;
44094125;560405674;560405654;
44094128;560405676;3950967771;
44094128;3950967771;560405666;
44094131;4394286211;560405679;
44094131;560405679;560405680;
44094131;560405680;560405667;
44095082;560408964;4751660595;
44095082;4751660595;4591119776;
44095082;4591119776;4591119775;
44095082;4591119775;4591119774;
44095082;4591119774;560408977;
44095082;560408977;4591119773;
44095082;4591119773;4452315833;
44095082;4452315833;560408985;
44095082;560408985;4591119788;
44095082;4591119788;560409047;
44095082;560409047;4751660594;
44095082;4751660594;4751660593;
44095082;4751660593;560409052;
44095082;560409052;560409056;
44095082;560409056;560409062;
44095082;560409062;4751660591;
44095082;4751660591;4591119764;
44095082;4591119764;560409066;
44095084;560409086;560409090;
44095084;560409090;560409093;
44095084;560409093;4751660589;
44095084;4751660589;4751660588;
44095084;4751660588;4751660590;
44095084;4751660590;560409096;
44095084;560409096;560409098;
44095084;560409098;4751660592;
44095084;4751660592;560409062;
44095086;4486698383;4486698382;
44095086;4486698382;560409117;
44095086;560409117;560409123;
44095088;560409175;560409219;
44157245;354912520;4685595603;
44157245;4685595603;4685595604;
44157245;4685595604;4685595605;
44157245;4685595605;4685595606;
44157245;4685595606;560976026;
44157246;560976038;560976040;
44157246;560976040;560976041;
44157246;560976041;4685595595;
44157246;4685595595;560976042;
44157246;560976042;560976043;
44157246;560976043;560976044;
44157246;560976044;4685595596;
44157246;4685595596;4685595597;
44157246;4685595597;560976045;
44157248;560976023;560976051;
44157249;560976051;560976053;
44157410;560976026;4685595602;
44157410;4685595602;4685595599;
44157410;4685595599;4685595600;
44157410;4685595600;4685595601;
44157410;4685595601;560977449;
44157410;560977449;4685595607;
44157410;4685595607;4685595608;
44157410;4685595608;4685595609;
44157410;4685595609;4685595610;
44157410;4685595610;560977450;
44157410;560977450;4685595611;
44157410;4685595611;4685595612;
44157410;4685595612;560977451;
44157410;560977451;4685595613;
44157410;4685595613;560977452;
125150859;1842003004;1842003008;
125150859;1842003008;4378211524;
125150859;4378211524;297369444;
125150860;354917936;1390706584;
125150860;1390706584;1393866638;
125513760;1393866615;297369444;
125513761;1393866640;4751660574;
125513761;4751660574;4751660573;
125513761;4751660573;1393866636;
125513761;1393866636;4751660578;
125513761;4751660578;1556432410;
125513761;1556432410;2053562557;
125513761;2053562557;1842003012;
125513762;534478846;4581810334;
125513762;4581810334;534478850;
125513762;534478850;4751660564;
125513762;4751660564;4378211628;
125513762;4378211628;4751660565;
125513762;4751660565;4751660566;
125513762;4751660566;1393866687;
125513764;1393866638;4751660540;
125513764;4751660540;1393866649;
125513764;1393866649;4751660539;
125513764;4751660539;1393866658;
125513764;1393866658;4751660542;
125513764;4751660542;1393866667;
125513764;1393866667;4751660541;
